time;ax;ay;az;aT
2,3750;-0,0315;-0,0314;-0,0234;0,050
2,3760;0,0552;0,0204;0,0126;0,060
2,3770;0,1186;0,0170;0,0458;0,128
2,3890;0,1687;-0,0207;0,0076;0,170
2,3900;0,1634;-0,0415;-0,0102;0,169
2,3910;0,0796;-0,0619;0,0160;0,102
2,4050;0,0529;-0,0738;0,0918;0,129
2,4060;-0,0503;-0,1188;0,0981;0,162
2,4060;-0,1148;-0,0661;0,1067;0,170
2,4110;-0,1338;-0,1090;0,1593;0,235
2,4160;-0,1252;-0,1051;0,1698;0,236
2,4210;-0,0901;-0,0920;0,1280;0,182
2,4270;-0,0359;-0,0839;0,1697;0,193
2,4330;-0,0031;-0,0640;0,1825;0,193
2,4360;0,0536;-0,0587;0,1572;0,176
2,4400;0,0943;-0,0620;0,1951;0,225
2,4550;0,0576;-0,1223;0,1081;0,173
2,4560;0,0224;-0,1062;0,0526;0,121
2,4570;-0,0666;-0,0832;-0,0308;0,111
2,4780;-0,1547;-0,0475;-0,0850;0,183
2,4780;-0,1935;-0,0309;-0,2301;0,302
2,4790;-0,2074;0,0060;-0,3266;0,387
2,4790;-0,1629;0,0132;-0,4044;0,436
2,4800;-0,1113;0,0210;-0,4875;0,500
2,4850;-0,0904;0,0462;-0,5131;0,523
2,4900;-0,0556;0,0079;-0,4662;0,470
2,4960;-0,0425;0,0228;-0,3806;0,384
2,5020;0,0064;-0,0248;-0,3041;0,305
2,5080;0,0634;0,0104;-0,2271;0,236
2,5110;0,0726;0,0230;-0,1532;0,171
2,5180;0,0378;0,0295;-0,0728;0,087
2,5220;-0,0111;-0,0058;-0,0345;0,037
2,5260;-0,0303;0,0526;-0,0701;0,093
2,5310;0,0001;0,0612;0,0217;0,065
2,5360;-0,0060;0,0618;0,0464;0,078
2,5410;-0,0221;0,0900;0,0033;0,093
2,5630;0,0079;0,1221;-0,0263;0,125
2,5640;0,0088;0,0434;-0,0877;0,098
2,5650;0,0344;0,0546;-0,1083;0,126
2,5650;0,0009;0,0647;-0,0445;0,079
2,5660;-0,0453;0,0252;-0,0692;0,086
2,5720;-0,0890;0,0292;-0,0533;0,108
2,5770;-0,0582;0,0121;0,0277;0,066
2,5820;-0,0179;-0,0070;0,0641;0,067
2,5860;-0,0086;-0,0400;0,1074;0,115
2,5910;0,0175;-0,0193;0,1740;0,176
2,5960;0,0426;0,0062;0,2401;0,244
2,6010;0,0931;0,0277;0,2689;0,286
2,6060;0,1073;0,0454;0,2489;0,275
2,6130;0,1046;0,0662;0,2017;0,237
2,6160;0,0820;0,0628;0,1799;0,207
2,6220;0,0733;0,0355;0,1536;0,174
2,6270;0,0558;0,0368;0,1120;0,130
2,6320;0,0879;0,0261;0,0648;0,112
2,6350;0,0765;0,0367;0,0382;0,093
2,6410;0,0859;0,0506;0,0224;0,102
2,6460;0,0769;0,0644;-0,0324;0,105
2,6510;0,0662;0,0706;0,0107;0,097
2,6560;0,0490;0,0672;0,0308;0,089
2,6660;0,0452;0,0765;-0,0110;0,090
2,6670;0,0607;0,0454;-0,0357;0,084
2,6710;0,0605;0,0333;-0,0045;0,069
2,6760;0,0294;0,0047;-0,0151;0,033
2,6810;0,0384;0,0301;0,0207;0,053
2,6860;0,0076;0,0045;0,0194;0,021
2,6910;-0,0232;0,0600;0,0478;0,080
2,7020;-0,0233;0,0288;0,0189;0,042
2,7030;-0,0153;0,0288;0,0235;0,040
2,7090;0,0164;0,0278;0,0648;0,072
2,7260;-0,0034;0,0102;0,0464;0,048
2,7270;-0,0005;-0,0001;0,0816;0,082
2,7270;0,0039;-0,0210;0,0583;0,062
2,7270;-0,0224;-0,0406;0,0637;0,079
2,7420;-0,0499;-0,0649;0,0869;0,119
